Filename,Number of Objects,Number of Features
OHSU_TMA1_011-E1_OHSU_TMA1_011-E1-cellRingMask.csv,30151,50
OHSU_TMA1_011-E2_OHSU_TMA1_011-E2-cellRingMask.csv,5694,50
OHSU_TMA1_011-E3_OHSU_TMA1_011-E3-cellRingMask.csv,3049,50
OHSU_TMA1_011-E4_OHSU_TMA1_011-E4-cellRingMask.csv,11878,50
OHSU_TMA1_011-E5_OHSU_TMA1_011-E5-cellRingMask.csv,17045,50
OHSU_TMA1_011-E6_OHSU_TMA1_011-E6-cellRingMask.csv,14631,50
OHSU_TMA1_011-E7_OHSU_TMA1_011-E7-cellRingMask.csv,16392,50
OHSU_TMA1_011-E8_OHSU_TMA1_011-E8-cellRingMask.csv,7417,50
OHSU_TMA1_011-E9_OHSU_TMA1_011-E9-cellRingMask.csv,11807,50
OHSU_TMA1_011-F10_OHSU_TMA1_011-F10-cellRingMask.csv,7448,50
OHSU_TMA1_011-F11_OHSU_TMA1_011-F11-cellRingMask.csv,16075,50
OHSU_TMA1_011-F1_OHSU_TMA1_011-F1-cellRingMask.csv,17193,50
OHSU_TMA1_011-F2_OHSU_TMA1_011-F2-cellRingMask.csv,5737,50
OHSU_TMA1_011-F3_OHSU_TMA1_011-F3-cellRingMask.csv,10148,50
OHSU_TMA1_011-F4_OHSU_TMA1_011-F4-cellRingMask.csv,7821,50
OHSU_TMA1_011-F5_OHSU_TMA1_011-F5-cellRingMask.csv,13938,50
OHSU_TMA1_011-F6_OHSU_TMA1_011-F6-cellRingMask.csv,37088,50
OHSU_TMA1_011-F7_OHSU_TMA1_011-F7-cellRingMask.csv,5865,50
OHSU_TMA1_011-F8_OHSU_TMA1_011-F8-cellRingMask.csv,6650,50
OHSU_TMA1_011-F9_OHSU_TMA1_011-F9-cellRingMask.csv,20077,50
OHSU_TMA1_011-G10_OHSU_TMA1_011-G10-cellRingMask.csv,4093,50
OHSU_TMA1_011-G11_OHSU_TMA1_011-G11-cellRingMask.csv,9504,50
OHSU_TMA1_011-G1_OHSU_TMA1_011-G1-cellRingMask.csv,17177,50
OHSU_TMA1_011-G2_OHSU_TMA1_011-G2-cellRingMask.csv,5790,50
OHSU_TMA1_011-G3_OHSU_TMA1_011-G3-cellRingMask.csv,20650,50
OHSU_TMA1_011-G4_OHSU_TMA1_011-G4-cellRingMask.csv,1953,50
OHSU_TMA1_011-G5_OHSU_TMA1_011-G5-cellRingMask.csv,22246,50
OHSU_TMA1_011-G6_OHSU_TMA1_011-G6-cellRingMask.csv,11523,50
OHSU_TMA1_011-G7_OHSU_TMA1_011-G7-cellRingMask.csv,9883,50
OHSU_TMA1_011-G8_OHSU_TMA1_011-G8-cellRingMask.csv,3507,50
OHSU_TMA1_011-G9_OHSU_TMA1_011-G9-cellRingMask.csv,8937,50
OHSU_TMA1_011-H10_OHSU_TMA1_011-H10-cellRingMask.csv,11917,50
OHSU_TMA1_011-H11_OHSU_TMA1_011-H11-cellRingMask.csv,1535,50
OHSU_TMA1_011-H1_OHSU_TMA1_011-H1-cellRingMask.csv,1868,50
OHSU_TMA1_011-H2_OHSU_TMA1_011-H2-cellRingMask.csv,8210,50
OHSU_TMA1_011-H3_OHSU_TMA1_011-H3-cellRingMask.csv,11700,50
OHSU_TMA1_011-H4_OHSU_TMA1_011-H4-cellRingMask.csv,18338,50
OHSU_TMA1_011-H5_OHSU_TMA1_011-H5-cellRingMask.csv,372,50
OHSU_TMA1_011-H6_OHSU_TMA1_011-H6-cellRingMask.csv,3354,50
OHSU_TMA1_011-H7_OHSU_TMA1_011-H7-cellRingMask.csv,7921,50
OHSU_TMA1_011-H8_OHSU_TMA1_011-H8-cellRingMask.csv,8979,50
OHSU_TMA1_011-H9_OHSU_TMA1_011-H9-cellRingMask.csv,10553,50
